doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_tokens,B_pos_tags,B_token_count,B_has_verbal_bc,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,A_continues,warnings,keep?
Gos197,Gos197.s45,Zm-zdra-07535,več zob naenkrat .,https://nl.ijs.si/project/gos20/Gos197/Gos197.s45.mp3,več zob naenkrat,DET NOUN ADV,Gos197.s46,Sf-paci-07534,"tako celo , da , nnn , da ne morem čisto nič , ja .",https://nl.ijs.si/project/gos20/Gos197/Gos197.s46.mp3,tako celo da nnn da ne morem čisto nič ja,ADV PART SCONJ INTJ SCONJ PART VERB ADV DET PART,10,0,0,tako,tako,ADV,root,responsive,0,1,not_all_in_lexicon; a_continues,
Gos197,Gos197.s46,Sf-paci-07534,"tako celo , da , nnn , da ne morem čisto nič , ja .",https://nl.ijs.si/project/gos20/Gos197/Gos197.s46.mp3,tako celo da nnn da ne morem čisto nič ja,ADV PART SCONJ INTJ SCONJ PART VERB ADV DET PART,Gos197.s47,Zm-zdra-07535,"ja , to je verjetno , so zobni vratovi , ki so razgaljeni , ne .",https://nl.ijs.si/project/gos20/Gos197/Gos197.s47.mp3,ja to je verjetno so zobni vratovi ki so razgaljeni ne,PART DET VERB ADV AUX ADJ NOUN SCONJ AUX ADJ PART,11,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos198,Gos198.s224,Af-stra-05596,"mhm , to pa zapestnica , ful lu- , luštna .",https://nl.ijs.si/project/gos20/Gos198/Gos198.s224.mp3,mhm to pa zapestnica ful lu- luštna,INTJ DET CCONJ NOUN ADV X ADJ,Gos198.s225,Bm-prod-05597,"mhm , z jantarjem , ja .",https://nl.ijs.si/project/gos20/Gos198/Gos198.s225.mp3,mhm z jantarjem ja,INTJ ADP NOUN PART,4,0,0,mhm,mhm,INTJ,discourse,continuer,0,1,not_all_in_lexicon; a_continues,
Gos198,Gos198.s225,Bm-prod-05597,"mhm , z jantarjem , ja .",https://nl.ijs.si/project/gos20/Gos198/Gos198.s225.mp3,mhm z jantarjem ja,INTJ ADP NOUN PART,Gos198.s226,Af-stra-05596,"ja , ker jaz imam pa tako tudi debelo ono uro jekleno , ne .",https://nl.ijs.si/project/gos20/Gos198/Gos198.s226.mp3,ja ker jaz imam pa tako tudi debelo ono uro jekleno ne,PART SCONJ PRON VERB CCONJ ADV PART ADJ DET NOUN ADJ PART,12,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos198,Gos198.s228,Af-stra-05596,"kaj zar- , in to niso tiste , ki kažejo tudi razpoloženje , ne ?",https://nl.ijs.si/project/gos20/Gos198/Gos198.s228.mp3,kaj zar- in to niso tiste ki kažejo tudi razpoloženje ne,X X CCONJ DET AUX DET SCONJ VERB PART NOUN PART,Gos198.s229,Bm-prod-05597,"ne , ne .",https://nl.ijs.si/project/gos20/Gos198/Gos198.s229.mp3,ne ne,PART PART,2,0,1,ne,ne,PART,root,surprise,1,1,a_is_question; a_continues,
Gos202,Gos202.s69,Bm-stra-02321,videoteka .,https://nl.ijs.si/project/gos20/Gos202/Gos202.s69.mp3,videoteka,NOUN,Gos202.s70,Af-info-02320,tako da,https://nl.ijs.si/project/gos20/Gos202/Gos202.s70.mp3,tako da,CCONJ SCONJ,2,0,0,tako,tako,CCONJ,root,responsive,0,0,not_all_in_lexicon,
Gos212,Gos212.s24,Bm-klic-05614,"eee pet nič , Gornja Radgona .",https://nl.ijs.si/project/gos20/Gos212/Gos212.s24.mp3,eee pet nič Gornja Radgona,INTJ NUM DET ADJ PROPN,Gos212.s25,Af-info-02265,"mhm , ima gospa [name:personal] kakšno mobilno telefonsko številko , ker jo potrebujemo zaradi potrebe obveščanja ?",https://nl.ijs.si/project/gos20/Gos212/Gos212.s25.mp3,mhm ima gospa [name:personal] kakšno mobilno telefonsko številko ker jo potrebujemo zaradi potrebe obveščanja,INTJ VERB NOUN PROPN DET ADJ ADJ NOUN SCONJ PRON VERB ADP NOUN NOUN,14,0,0,mhm,mhm,INTJ,discourse,continuer,0,1,not_all_in_lexicon; a_continues,
Gos212,Gos212.s25,Af-info-02265,"mhm , ima gospa [name:personal] kakšno mobilno telefonsko številko , ker jo potrebujemo zaradi potrebe obveščanja ?",https://nl.ijs.si/project/gos20/Gos212/Gos212.s25.mp3,mhm ima gospa [name:personal] kakšno mobilno telefonsko številko ker jo potrebujemo zaradi potrebe obveščanja,INTJ VERB NOUN PROPN DET ADJ ADJ NOUN SCONJ PRON VERB ADP NOUN NOUN,Gos212.s26,Bm-klic-05614,"ja , ima , samo čakajte , samo malo , zdaj ne vem na pamet .",https://nl.ijs.si/project/gos20/Gos212/Gos212.s26.mp3,ja ima samo čakajte samo malo zdaj ne vem na pamet,PART VERB PART VERB PART DET ADV PART VERB ADP NOUN,11,1,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; has_verbal_bc; not_all_in_lexicon,
Gos218,Gos218.s564,Ef-soro-10003,kaj ti to zastopiš ?,https://nl.ijs.si/project/gos20/Gos218/Gos218.s564.mp3,kaj ti to zastopiš,PRON PRON DET VERB,Gos218.s566,Jf-otro-10001,mhm .,https://nl.ijs.si/project/gos20/Gos218/Gos218.s566.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,1,1,a_is_question; a_continues,
Gos218,Gos218.s566,Jf-otro-10001,mhm .,https://nl.ijs.si/project/gos20/Gos218/Gos218.s566.mp3,mhm,INTJ,Gos218.s567,Ef-soro-10003,mm .,https://nl.ijs.si/project/gos20/Gos218/Gos218.s567.mp3,mm,INTJ,1,0,1,mm,mm,INTJ,root,continuer,0,1,a_continues,
Gos218,Gos218.s574,Ef-soro-10003,"tale malbuch je pa fajn , ta .",https://nl.ijs.si/project/gos20/Gos218/Gos218.s574.mp3,tale malbuch je pa fajn ta,DET PROPN AUX CCONJ ADJ DET,Gos218.s576,Jf-otro-10001,"ja , aber tule morava travo še , [name:personal] , a boš ti hambrt , a boš ti tudi farbala , sieben minus funf gleich zwei .",https://nl.ijs.si/project/gos20/Gos218/Gos218.s576.mp3,ja aber tule morava travo še [name:personal] a boš ti hambrt a boš ti tudi farbala sieben minus funf gleich zwei,PART CCONJ ADV VERB NOUN PART PROPN ADV AUX PRON NOUN ADV AUX PRON PART VERB X X X X X,21,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos218,Gos218.s579,Bf-ssta-10002,"[name:personal] je tudi , [name:personal] tudi .",https://nl.ijs.si/project/gos20/Gos218/Gos218.s579.mp3,[name:personal] je tudi [name:personal] tudi,PROPN VERB PART PROPN PART,Gos218.s580,Ef-soro-10003,"ja , [name:personal] je tako več v špitalu ar pa doma .",https://nl.ijs.si/project/gos20/Gos218/Gos218.s580.mp3,ja [name:personal] je tako več v špitalu ar pa doma,PART PROPN VERB ADV DET ADP NOUN CCONJ CCONJ ADV,10,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos222,Gos222.s279,Mf-prij-01630,jim dišalo .,https://nl.ijs.si/project/gos20/Gos222/Gos222.s279.mp3,jim dišalo,PRON VERB,Gos222.s280,Jf-prij-01612,"ne , daj , novo , ta mama je bila malo hipi , sploh jih ni kagirala , tipo , če so se oddaljile .",https://nl.ijs.si/project/gos20/Gos222/Gos222.s280.mp3,ne daj novo ta mama je bila malo hipi sploh jih ni kagirala tipo če so se oddaljile,PART VERB ADJ DET NOUN AUX AUX DET NOUN PART PRON AUX VERB PART SCONJ AUX PRON VERB,18,0,0,ne,ne,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos222,Gos222.s285,Jf-prij-01612,"in ne samo , da je bila ena , so prišle dve .",https://nl.ijs.si/project/gos20/Gos222/Gos222.s285.mp3,in ne samo da je bila ena so prišle dve,CCONJ PART PART SCONJ AUX AUX NUM AUX VERB NUM,Gos222.s286,Mf-prij-01630,ah .,https://nl.ijs.si/project/gos20/Gos222/Gos222.s286.mp3,ah,INTJ,1,0,1,ah,ah,INTJ,root,surprise,0,1,a_continues,
Gos230,Gos230.s101,Cf-star-06564,a tako moraš pol na konec še zmeraj s smetišnico pobrati ali ?,https://nl.ijs.si/project/gos20/Gos230/Gos230.s101.mp3,a tako moraš pol na konec še zmeraj s smetišnico pobrati ali,ADV ADV VERB DET ADP NOUN PART ADV ADP NOUN VERB CCONJ,Gos230.s102,If-otro-06565,"ja , ne , to je t- , na vem , kako je to , ne , ne vem , po moje je mišljeno drugače da ne , samo da njej ni zavgalo , ker je bilo toliko smeti .",https://nl.ijs.si/project/gos20/Gos230/Gos230.s102.mp3,ja ne to je t- na vem kako je to ne ne vem po moje je mišljeno drugače da ne samo da njej ni zavgalo ker je bilo toliko smeti,PART PART DET AUX X ADP VERB ADV VERB DET PART PART VERB ADP DET AUX ADJ ADV SCONJ PART PART SCONJ PRON AUX VERB SCONJ AUX VERB DET NOUN,30,1,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; has_verbal_bc; not_all_in_lexicon,
Gos236,Gos236.s361,Af-otro-02559,pa greš ven pa prideš nazaj .,https://nl.ijs.si/project/gos20/Gos236/Gos236.s361.mp3,pa greš ven pa prideš nazaj,CCONJ VERB ADV CCONJ VERB ADV,Gos236.s362,Df-otro-02562,"ja , ne moreš .",https://nl.ijs.si/project/gos20/Gos236/Gos236.s362.mp3,ja ne moreš,PART PART VERB,3,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos236,Gos236.s373,Bm-star-02560,"ma b- , važno , da imava denar .",https://nl.ijs.si/project/gos20/Gos236/Gos236.s373.mp3,ma b- važno da imava denar,PART X ADV SCONJ VERB NOUN,Gos236.s374,Af-otro-02559,"kaj , a tule boš diplomirala , pol boš šla pa ven magisterij delat ?",https://nl.ijs.si/project/gos20/Gos236/Gos236.s374.mp3,kaj a tule boš diplomirala pol boš šla pa ven magisterij delat,PRON ADV ADV AUX VERB DET AUX VERB CCONJ ADV NOUN VERB,12,0,0,kaj,kaj,PRON,discourse,surprise,0,0,not_all_in_lexicon,
Gos243,Gos243.s88,Mm-prij-09507,bolje take vaje kakor pol leta .,https://nl.ijs.si/project/gos20/Gos243/Gos243.s88.mp3,bolje take vaje kakor pol leta,ADV DET NOUN SCONJ DET NOUN,Gos243.s89,Pm-prij-09506,"ne , definitivno , glej , saj ne rečem , manjka druga kitara , ne , še posebej pri komadih , ki so narejeni , ne .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s89.mp3,ne definitivno glej saj ne rečem manjka druga kitara ne še posebej pri komadih ki so narejeni ne,PART ADV VERB CCONJ PART VERB VERB ADJ NOUN PART PART ADV ADP NOUN SCONJ AUX ADJ PART,18,0,0,ne,ne,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos243,Gos243.s89,Pm-prij-09506,"ne , definitivno , glej , saj ne rečem , manjka druga kitara , ne , še posebej pri komadih , ki so narejeni , ne .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s89.mp3,ne definitivno glej saj ne rečem manjka druga kitara ne še posebej pri komadih ki so narejeni ne,PART ADV VERB CCONJ PART VERB VERB ADJ NOUN PART PART ADV ADP NOUN SCONJ AUX ADJ PART,Gos243.s90,Mm-prij-09507,ja .,https://nl.ijs.si/project/gos20/Gos243/Gos243.s90.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos243,Gos243.s92,Pm-prij-09506,"samo jebi ga , ampak sliši se pa , ne , a veš .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s92.mp3,samo jebi ga ampak sliši se pa ne a veš,PART VERB PRON CCONJ VERB PRON CCONJ PART ADV VERB,Gos243.s93,Mm-prij-09507,"ja , ja , valjda .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s93.mp3,ja ja valjda,PART PART PART,3,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos243,Gos243.s95,Pm-prij-09506,e .,https://nl.ijs.si/project/gos20/Gos243/Gos243.s95.mp3,e,INTJ,Gos243.s96,Mm-prij-09507,"ja , pa Rock on net .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s96.mp3,ja pa Rock on net,PART CCONJ X X X,5,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos243,Gos243.s101,Pm-prij-09506,"saj samo to je , samo to je fora , tega ne moramo narediti , dokler se ne menimo , zmenimo z [name:personal] .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s101.mp3,saj samo to je samo to je fora tega ne moramo narediti dokler se ne menimo zmenimo z [name:personal],CCONJ PART DET VERB PART DET AUX NOUN DET PART VERB VERB SCONJ PRON PART VERB VERB ADP PROPN,Gos243.s102,Am-prij-09505,"ja , to , to pa res , ja .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s102.mp3,ja to to pa res ja,PART DET DET CCONJ ADV PART,6,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos243,Gos243.s102,Am-prij-09505,"ja , to , to pa res , ja .",https://nl.ijs.si/project/gos20/Gos243/Gos243.s102.mp3,ja to to pa res ja,PART DET DET CCONJ ADV PART,Gos243.s103,Mm-prij-09507,ja .,https://nl.ijs.si/project/gos20/Gos243/Gos243.s103.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos247,Gos247.s333,Df-star-07526,"na tistem žuru , ki smo imele .",https://nl.ijs.si/project/gos20/Gos247/Gos247.s333.mp3,na tistem žuru ki smo imele,ADP DET NOUN SCONJ AUX VERB,Gos247.s334,Pf-otro-07527,mhm .,https://nl.ijs.si/project/gos20/Gos247/Gos247.s334.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos247,Gos247.s340,Df-star-07526,in me ona ni spoznala in jaz tudi ne nje .,https://nl.ijs.si/project/gos20/Gos247/Gos247.s340.mp3,in me ona ni spoznala in jaz tudi ne nje,CCONJ PRON PRON AUX VERB CCONJ PRON PART PART PRON,Gos247.s341,Pf-otro-07527,aja .,https://nl.ijs.si/project/gos20/Gos247/Gos247.s341.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,0,ok,
Gos248,Gos248.s182,Bf-ssta-07524,"ja , ker so to ženske , ki so delale na polju in so navajene bolj , ne , v mestu je mogoče drugače , ne .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s182.mp3,ja ker so to ženske ki so delale na polju in so navajene bolj ne v mestu je mogoče drugače ne,PART SCONJ AUX DET NOUN SCONJ AUX VERB ADP NOUN CCONJ AUX ADJ ADV PART ADP NOUN VERB ADV ADV PART,Gos248.s183,Mf-drug-07525,"ja , veš , da dokler še lahko , ja , mhm , delo , ja , ja .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s183.mp3,ja veš da dokler še lahko ja mhm delo ja ja,PART VERB SCONJ SCONJ PART ADV PART INTJ NOUN PART PART,11,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos248,Gos248.s184,Bf-ssta-07524,"v mestu , ja , tudi , ja , ja , v mest- , v mestu imajo tudi , ampak v mestu se ljudje še bolj zapirajo , ne .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s184.mp3,v mestu ja tudi ja ja v mest- v mestu imajo tudi ampak v mestu se ljudje še bolj zapirajo ne,ADP NOUN PART PART PART PART ADP X ADP NOUN VERB PART CCONJ ADP NOUN PRON NOUN PART ADV VERB PART,Gos248.s185,Mf-drug-07525,"ja , to bi bilo zanimivo primerjati , ja , v mestu imajo tudi te .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s185.mp3,ja to bi bilo zanimivo primerjati ja v mestu imajo tudi te,PART DET AUX AUX ADJ VERB PART ADP NOUN VERB PART DET,12,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos248,Gos248.s188,Bf-ssta-07524,"tu pri nas pa to še jaz nisem naletela , eee , da bi kdo rekel , da ne morem , ne .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s188.mp3,tu pri nas pa to še jaz nisem naletela eee da bi kdo rekel da ne morem ne,ADV ADP PRON CCONJ DET PART PRON AUX VERB INTJ SCONJ AUX PRON VERB SCONJ PART VERB PART,Gos248.s189,Mf-drug-07525,"ja , ja .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s189.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos248,Gos248.s190,Bf-ssta-07524,"v glavnem , eee , skušamo pač pomagati , prostovoljstvo je pač , tega je vedno več , ne .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s190.mp3,v glavnem eee skušamo pač pomagati prostovoljstvo je pač tega je vedno več ne,ADP ADJ INTJ VERB PART VERB NOUN VERB PART DET VERB ADV DET PART,Gos248.s191,Mf-drug-07525,"ja , ja .",https://nl.ijs.si/project/gos20/Gos248/Gos248.s191.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos249,Gos249.s185,Am-star-02268,"to sam videl in tako , no , ko sem jaz končal Ikš , eee , ja , učili so nas , imeli smo slovnico , estetsko vzgojo , eee , mogel sem prebrati , prečitati kako knjigo .",https://nl.ijs.si/project/gos20/Gos249/Gos249.s185.mp3,to sam videl in tako no ko sem jaz končal Ikš eee ja učili so nas imeli smo slovnico estetsko vzgojo eee mogel sem prebrati prečitati kako knjigo,DET ADJ VERB CCONJ ADV PART SCONJ AUX PRON VERB PROPN INTJ PART VERB AUX PRON VERB AUX NOUN ADJ NOUN INTJ VERB AUX VERB VERB DET NOUN,Gos249.s186,Bf-otro-02269,ja .,https://nl.ijs.si/project/gos20/Gos249/Gos249.s186.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos249,Gos249.s188,Am-star-02268,"vsaj za pogovorni jezik , da , da ko pridem v trgovino , da kaj kupim , pa kaj ti jaz vem , da se skregamo , pa tako , pač .",https://nl.ijs.si/project/gos20/Gos249/Gos249.s188.mp3,vsaj za pogovorni jezik da da ko pridem v trgovino da kaj kupim pa kaj ti jaz vem da se skregamo pa tako pač,PART ADP ADJ NOUN SCONJ SCONJ SCONJ VERB ADP NOUN SCONJ PRON VERB CCONJ PRON PRON PRON VERB SCONJ PRON VERB CCONJ ADV PART,Gos249.s189,Bf-otro-02269,ja .,https://nl.ijs.si/project/gos20/Gos249/Gos249.s189.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos271,Gos271.s46,Af-prij-02102,"ja , ni problema , glej .",https://nl.ijs.si/project/gos20/Gos271/Gos271.s46.mp3,ja ni problema glej,PART VERB NOUN VERB,Gos271.s47,Bf-prij-02103,v redu .,https://nl.ijs.si/project/gos20/Gos271/Gos271.s47.mp3,v redu,ADP NOUN,2,0,1,v,v,ADP,case,multiword_starter,0,1,a_continues,
Gos271,Gos271.s48,Af-prij-02102,ti kar pridna bodi .,https://nl.ijs.si/project/gos20/Gos271/Gos271.s48.mp3,ti kar pridna bodi,PRON ADV ADJ AUX,Gos271.s49,Bf-prij-02103,"ja , bom , bom .",https://nl.ijs.si/project/gos20/Gos271/Gos271.s49.mp3,ja bom bom,PART VERB VERB,3,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos273,Gos273.s81,Af-prij-02101,"joo , res ali kaj ?",https://nl.ijs.si/project/gos20/Gos273/Gos273.s81.mp3,joo res ali kaj,INTJ ADV CCONJ PRON,Gos273.s82,Bf-prij-02102,"ja , res , veš , kaj je , še one maske je imel , ki se dajo čez usta , veš .",https://nl.ijs.si/project/gos20/Gos273/Gos273.s82.mp3,ja res veš kaj je še one maske je imel ki se dajo čez usta veš,PART ADV VERB PRON VERB PART DET NOUN AUX VERB SCONJ PRON VERB ADP NOUN VERB,16,0,0,ja,ja,PART,discourse,responsive,1,1,a_is_question; not_all_in_lexicon; a_continues,
Gos273,Gos273.s83,Af-prij-02101,"joo , ooo , bad , da ne bosta kake gripe dobila , ja ja ja ja ja .",https://nl.ijs.si/project/gos20/Gos273/Gos273.s83.mp3,joo ooo bad da ne bosta kake gripe dobila ja ja ja ja ja,INTJ INTJ ADV SCONJ PART AUX DET NOUN VERB PART PART PART PART PART,Gos273.s84,Bf-prij-02102,"res , no , vse , vse , jaz ne vem , česa vse ni imel , ja ja ja .",https://nl.ijs.si/project/gos20/Gos273/Gos273.s84.mp3,res no vse vse jaz ne vem česa vse ni imel ja ja ja,ADV PART DET DET PRON PART VERB PRON DET AUX VERB PART PART PART,14,1,0,res,res,ADV,discourse,responsive,0,0,has_verbal_bc; not_all_in_lexicon,
Gos273,Gos273.s87,Bf-prij-02102,tako da,https://nl.ijs.si/project/gos20/Gos273/Gos273.s87.mp3,tako da,CCONJ SCONJ,Gos273.s88,Af-prij-02101,"no , povej , kako sta se še kaj imela .",https://nl.ijs.si/project/gos20/Gos273/Gos273.s88.mp3,no povej kako sta se še kaj imela,PART VERB ADV AUX PRON PART ADV VERB,8,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos273,Gos273.s90,Bf-prij-02102,"nobenega hostla nisva imela rezerviranega , pač , ne , tako , tako da je bilo kar kul .",https://nl.ijs.si/project/gos20/Gos273/Gos273.s90.mp3,nobenega hostla nisva imela rezerviranega pač ne tako tako da je bilo kar kul,DET NOUN AUX VERB ADJ PART PART ADV CCONJ SCONJ AUX VERB ADV ADV,Gos273.s91,Af-prij-02101,res ?,https://nl.ijs.si/project/gos20/Gos273/Gos273.s91.mp3,res,ADV,1,0,1,res,res,ADV,root,responsive,0,1,a_continues,
Gos274,Gos274.s27,Bm-soro-02171,"si mi povedala , sva se menila .",https://nl.ijs.si/project/gos20/Gos274/Gos274.s27.mp3,si mi povedala sva se menila,AUX PRON VERB AUX PRON VERB,Gos274.s28,Af-soro-02170,kaj ?,https://nl.ijs.si/project/gos20/Gos274/Gos274.s28.mp3,kaj,PRON,1,0,1,kaj,kaj,PRON,root,surprise,0,1,a_continues,
Gos274,Gos274.s29,Bm-soro-02171,"si mi povedala , ja , sem pa že vsem povedal , da prideš .",https://nl.ijs.si/project/gos20/Gos274/Gos274.s29.mp3,si mi povedala ja sem pa že vsem povedal da prideš,AUX PRON VERB PART AUX CCONJ PART DET VERB SCONJ VERB,Gos274.s30,Af-soro-02170,"no , fajn .",https://nl.ijs.si/project/gos20/Gos274/Gos274.s30.mp3,no fajn,PART ADV,2,0,1,no,no,PART,discourse,surprise,0,1,a_continues,
Gos287,Gos287.s44,Bf-prij-01071,"jaz , [name:personal] pa , pa [name:personal] pa [name:personal] smo šle .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s44.mp3,jaz [name:personal] pa pa [name:personal] pa [name:personal] smo šle,PRON PROPN CCONJ CCONJ PROPN CCONJ PROPN AUX VERB,Gos287.s45,Bm-prij-01072,ha .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s45.mp3,ha,INTJ,1,0,1,ha,ha,INTJ,root,surprise,0,1,a_continues,
Gos287,Gos287.s46,Bf-prij-01071,"pa veš , tako bilo čisto spontano , veš , ker smo se tam srečale pri [name:surname] pa smo šle .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s46.mp3,pa veš tako bilo čisto spontano veš ker smo se tam srečale pri [name:surname] pa smo šle,CCONJ VERB ADV VERB ADV ADV VERB SCONJ AUX PRON ADV VERB ADP PROPN CCONJ AUX VERB,Gos287.s47,Bm-prij-01072,aha .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s47.mp3,aha,INTJ,1,0,1,aha,aha,INTJ,root,responsive,0,1,a_continues,
Gos287,Gos287.s48,Bf-prij-01071,"pol sem pa jaz lačna postala pa sem rekla , če gremo na pico .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s48.mp3,pol sem pa jaz lačna postala pa sem rekla če gremo na pico,DET AUX CCONJ PRON ADJ VERB CCONJ AUX VERB SCONJ VERB ADP NOUN,Gos287.s49,Bm-prij-01072,"a , fajn .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s49.mp3,a fajn,INTJ ADV,2,0,1,a,a,INTJ,discourse,surprise,0,1,a_continues,
Gos287,Gos287.s49,Bm-prij-01072,"a , fajn .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s49.mp3,a fajn,INTJ ADV,Gos287.s50,Bf-prij-01071,mmm .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s50.mp3,mmm,INTJ,1,0,1,mmm,mmm,INTJ,root,continuer,0,1,a_continues,
Gos287,Gos287.s55,Bf-prij-01071,sirova je bila ful boljša .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s55.mp3,sirova je bila ful boljša,ADJ AUX AUX ADV ADJ,Gos287.s56,Bm-prij-01072,aja .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s56.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,1,a_continues,
Gos287,Gos287.s57,Bf-prij-01071,res dobra je bila .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s57.mp3,res dobra je bila,ADV ADJ AUX AUX,Gos287.s58,Bm-prij-01072,"ja , ja .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s58.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos287,Gos287.s59,Bf-prij-01071,z [name:personal] sva zamenjali četrt .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s59.mp3,z [name:personal] sva zamenjali četrt,ADP PROPN AUX VERB DET,Gos287.s60,Bm-prij-01072,aja .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s60.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,1,a_continues,
Gos287,Gos287.s60,Bm-prij-01072,aja .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s60.mp3,aja,INTJ,Gos287.s61,Bf-prij-01071,ja .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s61.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos287,Gos287.s61,Bf-prij-01071,ja .,https://nl.ijs.si/project/gos20/Gos287/Gos287.s61.mp3,ja,PART,Gos287.s62,Bm-prij-01072,"v redu , to .",https://nl.ijs.si/project/gos20/Gos287/Gos287.s62.mp3,v redu to,ADP NOUN DET,3,0,0,v,v,ADP,case,multiword_starter,0,0,not_all_in_lexicon,
